nid,nid_old,heading,changed_from
3028,3028,"Webb, John, 1687-1750",
3029,3029,Wedges,
3034,3034,Weights and measures,
8110,8110,Weights and measures--Early works to 1800,
3031,3031,Weights and measures--France,
3030,3030,Weights and measures--France--Early works to 1800,
3032,3032|3033,Weights and measures--United States,
3035,3035,West Florida--History,
3040,3040,"West Indies, British--Commerce--United States",
3041,3041|3042,"West Indies, British--History",
3036,3036,West Indies--Economic conditions,
3037,3037,West Indies--Emigration and immigration,
3038,3038,West Indies--Foreign relations--United States,
3039,3039,West Indies--Maps,
3043,3043,West Virginia--History--To 1950,
3047,3047,Whaling,
3044,3044,Whaling--Economic aspects--New England,
3046,3046,Whaling--United States,
3045,3045,Whaling--United States--Early works to 1800,
119,119,"Wheat, Early works to 1800",
3048,3048|3049,"Whiskey Rebellion, Pa., 1794",
3050,3050,"White House (Washington, D.C.)",
3051,3051,"White Plains, Battle of, White Plains, NY, 1776",
3052,3052,Whooping cough--Early works to 1800,
3053,3053|3054,"Wilkinson, James, 1757-1825",
3055,3055,"Williams, E. (Elisha), 1757-1845",
3056,3056,"Williams, Jonathan, 1750-1815",
3057,3057,Wills--New Jersey,
3058,3058,Wilmington (Del.)--Politics and government--Anecdotes,
3059,3059,Wilmington (Del.)--Politics and government--Poetry,
3060,3060,"Wilson, James, 1742-1798--Portraits",
3061,3061,Wine and wine making--United States,
3062,3062,"Winterbotham, William, 1763-1829. Historical, geographical, commercial, and philosophical view of the United States",
3063,3063,"Witherspoon, John, 1723-1794. Address to the inhabitants of Jamaica",
3069,3069,Women as authors,
3065,3065,Women--Biography,
3064,3064,Women--Biography--Early works to 1800,
3066,3066,Women--Education,
3067,3067,Women--History,
3071,3071|3072,Women in charitable work--Massachusetts--Boston,
3070,3070,Women in charitable work--Pennsylvania--Philadelphia,
3073,3073,Women in the book trades,
3074,3074,Women in the printing and publishing trades,
3068,3068,Women--Social conditions,
3076,3076,Women textile workers,
3075,3075,Women textile workers--England,
3083,3083,Woolen and worsted manufacture,
3082,3082,Woolen and worsted manufacture--England,
3085,3085,Woolen goods,
3084,3084,Woolen goods--France,
3078,3078,Wool fabrics,
3077,3077,Wool fabrics--France,
3081,3081,Wool industry,
3079,3079,Wool industry--England,
3080,3080,Wool industry--United States,
3086,3086,Working class--Education,
3087,3087|3088,World history,
3089,3089,Worship,
3090,3090,Wounds and injuries--Treatment,
3091,3091,Wyandot--Treaties,Wyandot Indians--Treaties
3101,3101,Yellow Fever,
3099,3099,"Yellow fever, United States, Philadelphia--Religious aspects--Early works to 1800",
3092,3092,Yellow fever--Early works to 1800,
3094,3094|3100,Yellow fever--Pennsylvania--Philadelphia,
3093,3093,Yellow fever--Pennsylvania--Philadelphia--Early works to 1800,
3098,3098,Yellow fever--Philadelphia--1798,
3095,3095,Yellow fever--Prevention,
3096,3096,Yellow fever--South Carolina,
3097,3097,Yellow fever--West Indies,
3102,3102,"Yorktown (Va.)--History--Siege, 1781",
3103,3103,Young men--Conduct of life,
3104,3104,Youth--Conduct of life,
3106,3106,Youth--Religious life,
3105,3105,Youth--Religious life--Juvenile poetry,
3107,3107,"Zion, St. Michael's Lutheran Church (Philadelphia, Pa.)",
3113,3113|3114|3108,Zoology,
3109,3109,Zoology--Dictionaries--French,
3110,3110,Zoology--Early works to 1800,
3111,3111,Zoology--Pictorial works,
3112,3112,Zoology--Sweden,
